State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge,CustServCalls,Churn
TX,88,415,341-2844,no,no,0,177.9,115,30.24,202.1,93,17.18,153.2,89,6.89,9.6,6,2.59,1,False
TX,116,415,311-4944,no,no,0,235.0,100,39.95,145.4,106,12.36,221.9,102,9.99,9.4,4,2.54,1,True
CA,93,415,332-6934,no,no,0,175.5,101,29.84,255.5,95,21.72,187.9,104,8.46,11.3,5,3.05,1,False
OH,51,408,383-3199,yes,yes,21,201.4,109,34.24,246.6,108,20.96,250.0,95,11.25,13.0,4,3.51,1,False
FL,126,408,399-2589,yes,no,0,195.2,111,33.18,233.8,118,19.87,178.1,96,8.01,8.4,2,2.27,2,True
WA,128,510,320-7240,yes,no,0,253.5,123,43.1,229.3,120,19.49,197.9,90,8.91,11.2,5,3.02,2,True
LA,71,415,302-4537,no,no,0,138.3,93,23.51,159.1,78,13.52,237.1,118,10.67,12.6,5,3.4,4,True
CA,131,408,307-8640,no,yes,39,216.3,116,36.77,222.5,108,18.91,190.3,95,8.56,13.7,6,3.7,1,False
VA,141,408,341-4535,no,no,0,220.0,85,37.4,181.1,77,15.39,230.4,109,10.37,8.0,5,2.16,5,True
AZ,79,510,352-9662,no,no,0,180.3,84,30.65,224.2,107,19.06,213.3,103,9.6,10.5,7,2.83,5,True
TX,65,510,347-1863,no,no,0,178.9,114,30.41,242.3,113,20.6,214.6,89,9.66,8.8,6,2.38,0,False
TX,71,510,351-5192,yes,no,0,186.8,124,31.76,203.0,115,17.26,179.8,101,8.09,10.4,4,2.81,5,True
SC,147,415,313-5848,yes,no,0,193.4,112,32.88,221.4,115,18.82,230.7,119,10.38,10.9,6,2.94,3,True
MO,97,408,321-4669,no,yes,38,198.1,119,33.68,178.9,120,15.21,160.0,87,7.2,12.5,6,3.38,1,False
CO,83,510,347-4165,no,no,0,238.8,104,40.6,151.7,75,12.89,186.4,89,8.39,8.2,6,2.21,1,True
CA,114,510,331-1353,yes,no,0,233.9,118,39.76,246.0,98,20.91,169.2,89,7.61,12.9,7,3.48,1,True
IL,147,415,373-6312,no,no,0,238.7,105,40.58,255.0,116,21.68,160.1,118,7.2,11.7,6,3.16,3,True
AZ,82,510,355-2524,yes,yes,36,130.0,95,22.1,164.9,106,14.02,201.9,108,9.09,8.9,6,2.4,1,False
MI,54,408,381-3557,no,yes,16,227.4,94,38.66,148.1,103,12.59,183.5,96,8.26,9.6,6,2.59,4,True
MO,116,510,363-5393,no,no,0,144.5,111,24.57,154.6,101,13.14,160.1,109,7.2,10.2,5,2.75,2,False
TX,102,408,316-6670,yes,yes,37,255.2,124,43.38,200.3,107,17.03,160.1,98,7.2,7.9,6,2.13,5,True
MO,88,510,345-9032,yes,yes,16,178.0,95,30.26,221.3,94,18.81,200.9,93,9.04,7.9,5,2.13,0,True
NY,128,408,366-2109,no,no,0,257.9,117,43.84,190.2,83,16.17,205.6,97,9.25,7.7,3,2.08,2,True
IN,135,510,305-5401,no,yes,26,195.3,118,33.2,212.0,89,18.02,203.6,86,9.16,10.8,2,2.92,2,False
WI,88,510,352-9163,yes,no,0,236.8,99,40.26,173.9,120,14.78,210.1,85,9.45,10.1,2,2.73,5,True
MO,92,408,334-3723,yes,no,0,212.5,125,36.12,157.3,101,13.37,239.9,120,10.8,12.0,6,3.24,0,False
NC,129,415,370-1428,no,yes,31,177.7,124,30.21,227.1,116,19.3,238.9,117,10.75,11.2,5,3.02,4,False
IL,134,510,374-5085,no,no,0,172.1,81,29.26,171.0,100,14.54,227.2,111,10.22,11.0,7,2.97,4,True
AZ,107,408,324-8321,yes,no,0,173.0,85,29.41,198.8,75,16.9,243.6,99,10.96,8.0,7,2.16,2,False
IN,129,510,344-2229,no,yes,20,137.0,103,23.29,178.7,116,15.19,165.9,100,7.47,9.8,4,2.65,1,False
PA,51,415,382-7736,yes,no,0,216.1,105,36.74,259.7,85,22.07,189.1,87,8.51,7.9,4,2.13,2,True
FL,113,408,358-2379,yes,yes,20,141.0,98,23.97,164.3,80,13.97,152.8,115,6.88,13.0,5,3.51,1,True
LA,102,510,305-7744,no,no,0,251.4,101,42.74,231.6,90,19.69,186.9,90,8.41,11.5,3,3.11,3,True
VA,143,415,369-7710,yes,no,0,150.5,118,25.59,163.9,109,13.93,232.1,87,10.44,11.7,6,3.16,5,True
SC,130,408,344-8613,no,no,0,126.7,109,21.54,215.3,104,18.3,224.1,90,10.08,12.1,6,3.27,5,False
TN,140,510,351-9348,no,no,0,196.2,102,33.35,171.9,96,14.61,174.9,109,7.87,12.3,6,3.32,1,False
CA,56,415,388-5609,no,yes,24,174.8,124,29.72,228.8,109,19.45,212.8,106,9.58,9.2,7,2.48,1,False
MO,149,408,358-7217,no,no,0,192.6,99,32.74,225.6,91,19.18,168.8,112,7.6,11.7,3,3.16,5,True
IN,78,408,319-2564,no,yes,35,127.9,106,21.74,192.8,94,16.39,164.9,112,7.42,11.6,5,3.13,4,False
PA,81,408,326-2208,yes,yes,27,210.4,111,35.77,235.7,79,20.03,209.0,101,9.4,13.0,2,3.51,5,False
NC,144,510,347-8737,yes,yes,26,184.9,114,31.43,174.6,120,14.84,177.2,88,7.97,9.8,4,2.65,4,False
LA,147,408,378-6008,no,no,0,183.8,107,31.25,214.0,95,18.19,182.5,97,8.21,13.2,2,3.56,3,False
PA,123,510,374-2021,no,no,0,225.9,103,38.4,204.4,102,17.37,221.0,90,9.95,9.1,6,2.46,1,False
NY,74,510,391-6011,yes,yes,24,198.0,99,33.66,161.0,100,13.69,174.8,116,7.87,10.5,4,2.83,0,True
MO,149,510,329-6011,yes,no,0,186.0,80,31.62,188.7,115,16.04,166.0,118,7.47,12.4,4,3.35,0,True
OH,81,415,305-7691,yes,no,0,222.7,120,37.86,248.1,107,21.09,170.1,93,7.65,11.5,7,3.11,4,False
PA,107,415,385-5657,no,no,0,195.8,111,33.29,259.9,96,22.09,247.2,92,11.12,11.1,5,3.0,2,False
SC,64,510,390-8362,yes,yes,22,215.2,120,36.58,242.0,120,20.57,173.4,86,7.8,13.0,2,3.51,2,True
AZ,118,510,336-8171,no,no,0,201.7,116,34.29,254.5,118,21.63,163.5,90,7.36,13.6,4,3.67,2,False
IL,79,510,346-3481,yes,no,0,174.5,91,29.67,172.3,99,14.65,232.6,101,10.47,10.7,6,2.89,5,False
SC,57,510,365-1061,no,no,0,243.1,100,41.33,258.0,94,21.93,182.1,100,8.19,10.8,3,2.92,1,False
IN,131,510,328-2756,yes,no,0,127.8,113,21.73,154.5,99,13.13,213.4,88,9.6,12.8,3,3.46,3,True
LA,117,408,379-3853,no,yes,16,259.6,117,44.13,167.8,106,14.26,180.6,103,8.13,11.7,4,3.16,3,True
FL,79,415,306-3584,yes,no,0,128.5,120,21.85,142.7,106,12.13,168.6,116,7.59,12.5,5,3.38,5,False
PA,87,510,323-4891,no,no,0,251.8,110,42.81,229.7,119,19.52,181.2,119,8.15,10.8,6,2.92,3,False
CO,79,510,372-8344,yes,yes,16,196.2,121,33.35,230.5,99,19.59,153.0,105,6.88,10.7,3,2.89,3,True
SC,119,408,379-7023,yes,no,0,253.3,90,43.06,146.4,89,12.44,228.2,105,10.27,11.1,3,3.0,3,True
TX,71,510,328-6004,no,no,0,129.0,91,21.93,210.3,103,17.88,224.2,98,10.09,8.4,4,2.27,1,False
NY,91,408,394-8846,no,no,0,195.7,88,33.27,183.8,83,15.62,229.2,95,10.31,11.7,4,3.16,3,False
NC,124,408,338-7337,yes,no,0,137.6,99,23.39,180.1,91,15.31,154.0,85,6.93,12.0,3,3.24,2,True
MO,114,510,375-9799,no,no,0,178.8,89,30.4,250.1,100,21.26,153.1,102,6.89,11.7,7,3.16,2,False
IL,62,415,348-5342,yes,yes,32,195.1,120,33.17,227.3,111,19.32,188.5,86,8.48,10.6,2,2.86,0,True
WI,99,408,359-4494,yes,yes,38,247.5,125,42.08,256.0,89,21.76,182.3,99,8.2,13.1,5,3.54,4,False
VA,60,510,391-1375,no,no,0,252.2,88,42.87,200.6,90,17.05,194.2,88,8.74,7.0,3,1.89,5,True
AZ,93,415,321-5976,yes,no,0,167.8,98,28.53,220.2,85,18.72,235.8,114,10.61,9.5,2,2.57,5,True
LA,83,510,369-8543,no,no,0,152.5,99,25.93,197.9,117,16.82,151.4,102,6.81,11.7,7,3.16,2,False
AZ,123,408,306-9927,no,no,0,125.3,119,21.3,167.0,77,14.2,199.5,100,8.98,11.4,5,3.08,5,True
VA,64,510,372-8821,no,no,0,157.2,89,26.72,239.7,79,20.37,208.4,120,9.38,10.4,5,2.81,5,True
IL,56,415,374-9395,no,no,0,129.1,91,21.95,169.6,113,14.42,161.4,120,7.26,11.9,2,3.21,4,False
IL,123,408,300-2980,no,yes,29,210.7,84,35.82,176.9,86,15.04,156.9,94,7.06,9.6,5,2.59,1,False
PA,107,415,396-9071,yes,yes,18,166.2,98,28.25,223.0,104,18.96,193.5,108,8.71,13.4,7,3.62,4,True
NC,134,415,345-9530,yes,yes,39,187.0,97,31.79,237.4,106,20.18,200.3,120,9.01,9.4,3,2.54,4,False
SC,135,510,351-6344,yes,yes,35,135.7,121,23.07,205.7,105,17.48,185.4,101,8.34,8.1,2,2.19,1,True
CO,55,510,316-9803,yes,yes,16,209.6,111,35.63,193.8,95,16.47,163.9,91,7.38,9.2,3,2.48,5,False
TN,86,415,377-7778,no,yes,28,232.4,113,39.51,198.1,116,16.84,196.5,115,8.84,13.3,6,3.59,5,False
IL,71,510,326-5631,no,yes,22,123.1,117,20.93,211.1,119,17.94,200.3,87,9.01,13.8,4,3.73,0,False
OH,92,415,392-8075,no,yes,15,207.6,80,35.29,256.3,83,21.79,188.2,102,8.47,11.4,4,3.08,4,False
LA,59,408,382-4786,no,yes,26,240.2,115,40.83,181.4,86,15.42,238.9,97,10.75,9.0,4,2.43,1,True
WA,113,510,371-6037,no,yes,31,240.6,118,40.9,233.8,98,19.87,171.1,113,7.7,11.3,2,3.05,1,False
WA,76,408,324-2144,no,no,0,135.4,106,23.02,145.2,105,12.34,232.7,108,10.47,9.3,6,2.51,0,False
WI,65,408,384-1564,yes,yes,34,223.1,122,37.93,215.2,87,18.29,186.7,85,8.4,10.5,4,2.83,4,True
CO,108,510,380-7122,no,no,0,250.5,121,42.59,197.0,103,16.75,192.8,117,8.68,9.9,6,2.67,0,False
NY,145,408,394-5596,no,yes,19,205.8,107,34.99,154.2,86,13.11,228.8,85,10.3,10.6,2,2.86,1,False
NY,56,408,353-9540,yes,yes,29,178.3,97,30.31,246.3,93,20.94,192.4,96,8.66,11.6,5,3.13,4,False
MI,86,415,361-7766,yes,yes,39,169.2,88,28.76,201.9,114,17.16,222.3,104,10.0,7.3,7,1.97,4,True
FL,73,510,382-6701,no,no,0,246.9,87,41.97,246.3,112,20.94,195.3,115,8.79,11.8,6,3.19,2,False
IL,137,408,342-3226,yes,yes,33,232.9,124,39.59,225.6,86,19.18,208.3,102,9.37,11.8,2,3.19,0,False
MO,149,510,334-7187,yes,no,0,124.4,124,21.15,147.4,114,12.53,156.7,89,7.05,8.6,7,2.32,5,True
MI,91,510,367-8809,yes,yes,38,168.4,109,28.63,145.3,97,12.35,245.2,96,11.03,9.4,2,2.54,2,True
WI,91,408,327-7347,yes,yes,39,191.3,120,32.52,158.0,87,13.43,232.7,104,10.47,7.2,5,1.94,2,False
VA,70,415,301-7182,no,no,0,191.1,104,32.49,193.8,115,16.47,159.0,115,7.15,7.5,4,2.03,0,False
LA,145,415,378-3502,yes,no,0,217.2,103,36.92,155.5,94,13.22,151.8,109,6.83,13.7,4,3.7,4,False
CO,99,415,318-8079,yes,no,0,252.4,86,42.91,189.9,90,16.14,214.4,119,9.65,10.4,4,2.81,3,False
VA,119,415,381-8982,yes,no,0,232.3,124,39.49,218.0,75,18.53,217.9,104,9.81,12.5,5,3.38,3,False
IL,140,408,309-6870,yes,no,0,165.3,81,28.1,176.2,116,14.98,164.2,89,7.39,7.3,6,1.97,3,True
GA,128,408,369-9442,yes,yes,15,202.8,118,34.48,211.2,91,17.95,245.3,112,11.04,9.2,3,2.48,3,False
GA,117,415,315-2833,no,no,0,255.8,84,43.49,252.7,119,21.48,174.4,110,7.85,10.0,5,2.7,4,False
MI,81,415,392-7138,yes,yes,35,184.5,113,31.37,259.3,113,22.04,152.4,110,6.86,12.1,2,3.27,5,False
CO,97,408,374-4217,yes,yes,31,174.3,101,29.63,238.7,81,20.29,215.8,89,9.71,13.2,3,3.56,4,True
GA,72,415,342-8901,yes,no,0,130.2,102,22.13,173.8,92,14.77,238.4,94,10.73,8.8,2,2.38,0,False
NY,141,408,300-2868,yes,yes,39,223.2,96,37.94,174.3,113,14.82,184.3,115,8.29,8.6,2,2.32,0,True
TX,110,510,301-8931,no,no,0,133.2,110,22.64,192.3,80,16.35,193.3,115,8.7,8.2,3,2.21,5,True
SC,107,415,386-6617,no,yes,19,252.3,110,42.89,222.8,107,18.94,237.6,88,10.69,11.5,4,3.11,5,True
MO,85,415,319-9433,no,no,0,171.0,117,29.07,182.1,92,15.48,220.9,95,9.94,8.0,5,2.16,0,False
VA,52,415,329-6208,yes,no,0,143.9,87,24.46,157.4,114,13.38,239.5,111,10.78,9.0,3,2.43,2,False
LA,93,510,369-4851,no,no,0,164.9,103,28.03,162.8,94,13.84,163.1,114,7.34,13.8,5,3.73,2,False
CA,83,510,319-6720,yes,no,0,239.2,80,40.66,213.5,106,18.15,197.2,96,8.87,13.3,2,3.59,4,False
LA,148,510,396-4949,no,no,0,253.5,98,43.1,221.6,94,18.84,160.6,88,7.23,13.7,6,3.7,5,True
FL,110,510,393-6003,no,no,0,246.6,119,41.92,187.8,82,15.96,176.1,102,7.92,10.3,7,2.78,1,False
WA,87,510,338-6561,no,yes,28,171.4,82,29.14,154.6,99,13.14,178.8,93,8.05,12.1,7,3.27,5,False
NY,74,415,381-3947,yes,no,0,168.2,91,28.59,254.5,101,21.63,196.6,117,8.85,7.6,7,2.05,2,False
NC,147,510,349-3550,yes,no,0,204.2,122,34.71,152.4,82,12.95,194.5,101,8.75,9.7,7,2.62,3,False
TN,85,510,320-8289,yes,no,0,222.5,115,37.83,208.9,85,17.76,199.3,103,8.97,12.5,3,3.38,4,True
CO,89,510,377-9853,no,no,0,244.3,99,41.53,153.2,109,13.02,158.2,108,7.12,8.1,2,2.19,3,True
GA,74,415,355-3512,no,no,0,125.8,115,21.39,245.0,94,20.83,220.7,103,9.93,13.2,7,3.56,5,False
CA,138,415,340-6915,no,no,0,231.1,95,39.29,223.2,112,18.97,160.7,115,7.23,10.6,7,2.86,3,False
IL,145,510,303-2506,yes,no,0,222.8,112,37.88,224.4,88,19.07,209.4,99,9.42,13.5,5,3.65,3,True
MO,146,510,393-9358,no,yes,30,191.7,100,32.59,255.7,86,21.73,165.3,90,7.44,11.7,7,3.16,2,False
MI,139,408,373-2193,yes,yes,21,146.3,125,24.87,173.5,94,14.75,202.0,107,9.09,8.5,7,2.29,5,False
WI,80,408,369-2581,yes,yes,38,131.9,102,22.42,196.5,106,16.7,213.1,113,9.59,9.7,5,2.62,2,False
TN,145,510,325-6347,yes,no,0,193.1,94,32.83,177.1,106,15.05,199.0,110,8.96,7.5,4,2.03,0,True
VA,149,510,398-4406,no,no,0,217.7,89,37.01,218.8,113,18.6,204.7,90,9.21,13.3,5,3.59,2,False
PA,71,510,325-4491,yes,yes,27,218.4,85,37.13,146.3,78,12.44,236.1,90,10.62,10.6,7,2.86,1,False
